LAMMPS (4 Feb 2025 - Development - patch_4Feb2025-554-g465171d58f)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:99)
  using 1 OpenMP thread(s) per MPI task
=== HEATING PHASE ===
Rate = 1 K/ps
Duration = 2006 ps = 20060000 steps
Reading restart file ...
  restart file = 4 Feb 2025, LAMMPS = 4 Feb 2025
  restoring atom style charge from restart
  orthogonal box = (-6.9917407 -6.9917407 -3.4958703) to (56.991741 56.991741 28.49587)
  2 by 2 by 2 MPI processor grid
  pair style reaxff stores no restart info
  420 atoms
  read_restart CPU = 0.003 seconds
Reading potential file ffield.reax.cho with DATE: 2011-02-18
=== STARTING HEATING ===

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- pair reaxff command: doi:10.1016/j.parco.2011.08.005
- fix qeq/reaxff command: doi:10.1016/j.parco.2011.08.005
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

WARNING: No fixes with time integration, atoms won't move
For more information see https://docs.lammps.org/err0028 (src/verlet.cpp:60)
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 11 11 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair reaxff, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/ghost/newtoff
      stencil: full/ghost/bin/3d
      bin: standard
  (2) fix qeq/reax, perpetual, copy from (1)
      attributes: half, newton off
      pair build: copy
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : real
  Current step  : 20001
  Time step     : 0.25
Per MPI rank memory allocation (min/avg/max) = 11.15 | 11.82 | 12.61 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Press          Volume    
   3293000   311.18833     -40694.966      388.66159     -40306.305      79.812593      130970.54    
   3294000   311.18833     -40694.968      388.66159     -40306.307      79.819355      130970.54    
   3295000   311.18833     -40694.962      388.66159     -40306.301      79.845249      130970.54    
   3296000   311.18833     -40694.961      388.66159     -40306.3        79.832138      130970.54    
   3297000   311.18833     -40694.967      388.66159     -40306.306      79.81902       130970.54    
   3298000   311.18833     -40694.969      388.66159     -40306.307      79.799294      130970.54    
   3299000   311.18833     -40694.959      388.66159     -40306.297      79.953073      130970.54    
   3300000   311.18833     -40694.969      388.66159     -40306.308      79.749786      130970.54    
   3301000   311.18833     -40694.968      388.66159     -40306.306      79.848225      130970.54    
   3302000   311.18833     -40694.963      388.66159     -40306.302      79.86649       130970.54    
   3303000   311.18833     -40694.967      388.66159     -40306.306      79.749664      130970.54    
   3304000   311.18833     -40694.968      388.66159     -40306.307      79.764794      130970.54    
   3305000   311.18833     -40694.965      388.66159     -40306.304      79.847793      130970.54    
   3306000   311.18833     -40694.968      388.66159     -40306.306      79.843971      130970.54    
   3307000   311.18833     -40694.966      388.66159     -40306.304      79.838335      130970.54    
   3308000   311.18833     -40694.968      388.66159     -40306.306      79.791509      130970.54    
   3309000   311.18833     -40694.968      388.66159     -40306.307      79.829055      130970.54    
   3310000   311.18833     -40694.964      388.66159     -40306.302      79.862106      130970.54    
   3311000   311.18833     -40694.965      388.66159     -40306.304      79.890684      130970.54    
   3312000   311.18833     -40694.962      388.66159     -40306.301      79.851746      130970.54    
   3313000   311.18833     -40694.965      388.66159     -40306.304      79.831233      130970.54    
   3314000   311.18833     -40694.965      388.66159     -40306.304      79.872015      130970.54    
   3315000   311.18833     -40694.966      388.66159     -40306.304      79.889341      130970.54    
   3316000   311.18833     -40694.967      388.66159     -40306.306      79.876765      130970.54    
   3317000   311.18833     -40694.967      388.66159     -40306.305      79.836691      130970.54    
   3318000   311.18833     -40694.967      388.66159     -40306.306      79.832651      130970.54    
   3319000   311.18833     -40694.967      388.66159     -40306.305      79.776005      130970.54    
   3320000   311.18833     -40694.965      388.66159     -40306.304      79.846728      130970.54    
   3321000   311.18833     -40694.968      388.66159     -40306.306      79.773384      130970.54    
   3322000   311.18833     -40694.966      388.66159     -40306.305      79.796135      130970.54    
   3323000   311.18833     -40694.967      388.66159     -40306.305      79.797623      130970.54    
   3324000   311.18833     -40694.965      388.66159     -40306.303      79.843024      130970.54    
   3325000   311.18833     -40694.963      388.66159     -40306.302      79.895075      130970.54    
   3326000   311.18833     -40694.969      388.66159     -40306.307      79.838184      130970.54    
   3327000   311.18833     -40694.965      388.66159     -40306.303      79.8795        130970.54    
   3328000   311.18833     -40694.969      388.66159     -40306.307      79.820219      130970.54    
   3329000   311.18833     -40694.97       388.66159     -40306.308      79.82247       130970.54    
   3330000   311.18833     -40694.966      388.66159     -40306.304      79.818602      130970.54    
   3331000   311.18833     -40694.967      388.66159     -40306.306      79.832006      130970.54    
   3332000   311.18833     -40694.968      388.66159     -40306.306      79.855805      130970.54    
   3333000   311.18833     -40694.968      388.66159     -40306.307      79.77365       130970.54    
   3334000   311.18833     -40694.964      388.66159     -40306.302      79.927254      130970.54    
   3335000   311.18833     -40694.967      388.66159     -40306.305      79.828212      130970.54    
   3336000   311.18833     -40694.966      388.66159     -40306.305      79.750082      130970.54    
   3337000   311.18833     -40694.962      388.66159     -40306.301      79.949888      130970.54    
   3338000   311.18833     -40694.966      388.66159     -40306.304      79.883137      130970.54    
   3339000   311.18833     -40694.968      388.66159     -40306.307      79.809413      130970.54    
   3340000   311.18833     -40694.97       388.66159     -40306.308      79.804416      130970.54    
   3341000   311.18833     -40694.966      388.66159     -40306.304      79.894854      130970.54    
   3342000   311.18833     -40694.967      388.66159     -40306.306      79.855366      130970.54    
   3343000   311.18833     -40694.963      388.66159     -40306.302      79.733385      130970.54    
   3344000   311.18833     -40694.961      388.66159     -40306.3        79.839109      130970.54    
   3345000   311.18833     -40694.966      388.66159     -40306.305      79.796188      130970.54    
   3346000   311.18833     -40694.969      388.66159     -40306.308      79.790562      130970.54    
   3347000   311.18833     -40694.97       388.66159     -40306.309      79.75052       130970.54    
   3348000   311.18833     -40694.969      388.66159     -40306.307      79.829774      130970.54    
   3349000   311.18833     -40694.965      388.66159     -40306.304      79.84087       130970.54    
   3350000   311.18833     -40694.968      388.66159     -40306.306      79.745884      130970.54    
   3351000   311.18833     -40694.967      388.66159     -40306.305      79.877632      130970.54    
   3352000   311.18833     -40694.966      388.66159     -40306.304      79.792811      130970.54    
   3353000   311.18833     -40694.962      388.66159     -40306.3        79.86766       130970.54    
   3354000   311.18833     -40694.968      388.66159     -40306.307      79.787021      130970.54    
   3355000   311.18833     -40694.966      388.66159     -40306.304      79.77915       130970.54    
   3356000   311.18833     -40694.966      388.66159     -40306.304      79.808656      130970.54    
   3357000   311.18833     -40694.964      388.66159     -40306.302      79.856904      130970.54    
   3358000   311.18833     -40694.97       388.66159     -40306.308      79.820729      130970.54    
   3359000   311.18833     -40694.966      388.66159     -40306.305      79.792131      130970.54    
   3360000   311.18833     -40694.964      388.66159     -40306.302      79.839934      130970.54    
   3361000   311.18833     -40694.963      388.66159     -40306.301      79.936585      130970.54    
   3362000   311.18833     -40694.969      388.66159     -40306.307      79.796363      130970.54    
   3363000   311.18833     -40694.966      388.66159     -40306.304      79.880394      130970.54    
   3364000   311.18833     -40694.969      388.66159     -40306.307      79.759805      130970.54    
   3365000   311.18833     -40694.97       388.66159     -40306.308      79.856615      130970.54    
   3366000   311.18833     -40694.963      388.66159     -40306.301      79.881667      130970.54    
   3367000   311.18833     -40694.969      388.66159     -40306.307      79.833939      130970.54    
   3368000   311.18833     -40694.968      388.66159     -40306.306      79.693858      130970.54    
   3369000   311.18833     -40694.97       388.66159     -40306.309      79.804693      130970.54    
   3370000   311.18833     -40694.967      388.66159     -40306.306      79.813073      130970.54    
   3371000   311.18833     -40694.969      388.66159     -40306.307      79.808689      130970.54    
   3372000   311.18833     -40694.966      388.66159     -40306.304      79.852842      130970.54    
   3373000   311.18833     -40694.969      388.66159     -40306.307      79.779702      130970.54    
   3374000   311.18833     -40694.966      388.66159     -40306.304      79.801751      130970.54    
   3375000   311.18833     -40694.967      388.66159     -40306.306      79.773393      130970.54    
   3376000   311.18833     -40694.967      388.66159     -40306.306      79.770365      130970.54    
   3377000   311.18833     -40694.968      388.66159     -40306.307      79.799985      130970.54    
   3378000   311.18833     -40694.966      388.66159     -40306.304      79.81291       130970.54    
   3379000   311.18833     -40694.96       388.66159     -40306.298      79.909221      130970.54    
   3380000   311.18833     -40694.968      388.66159     -40306.306      79.821591      130970.54    
   3381000   311.18833     -40694.968      388.66159     -40306.306      79.8526        130970.54    
   3382000   311.18833     -40694.966      388.66159     -40306.304      79.833823      130970.54    
   3383000   311.18833     -40694.969      388.66159     -40306.308      79.797796      130970.54    
   3384000   311.18833     -40694.967      388.66159     -40306.306      79.841234      130970.54    
   3385000   311.18833     -40694.968      388.66159     -40306.306      79.87164       130970.54    
   3386000   311.18833     -40694.97       388.66159     -40306.308      79.795049      130970.54    
   3387000   311.18833     -40694.967      388.66159     -40306.305      79.814318      130970.54    
   3388000   311.18833     -40694.965      388.66159     -40306.304      79.831297      130970.54    
   3389000   311.18833     -40694.968      388.66159     -40306.306      79.836952      130970.54    
   3390000   311.18833     -40694.966      388.66159     -40306.305      79.781964      130970.54    
   3391000   311.18833     -40694.969      388.66159     -40306.307      79.788226      130970.54    
   3392000   311.18833     -40694.967      388.66159     -40306.305      79.815382      130970.54    
   3393000   311.18833     -40694.966      388.66159     -40306.304      79.91075       130970.54    
   3394000   311.18833     -40694.969      388.66159     -40306.308      79.841235      130970.54    
   3395000   311.18833     -40694.969      388.66159     -40306.307      79.81549       130970.54    
   3396000   311.18833     -40694.964      388.66159     -40306.302      79.914679      130970.54    
   3397000   311.18833     -40694.967      388.66159     -40306.306      79.823207      130970.54    
   3398000   311.18833     -40694.968      388.66159     -40306.306      79.848225      130970.54    
   3399000   311.18833     -40694.963      388.66159     -40306.302      79.779457      130970.54    
   3400000   311.18833     -40694.968      388.66159     -40306.306      79.840352      130970.54    
   3401000   311.18833     -40694.969      388.66159     -40306.307      79.799098      130970.54    
   3402000   311.18833     -40694.967      388.66159     -40306.305      79.721609      130970.54    
   3403000   311.18833     -40694.967      388.66159     -40306.305      79.881632      130970.54    
   3404000   311.18833     -40694.968      388.66159     -40306.306      79.84709       130970.54    
   3405000   311.18833     -40694.967      388.66159     -40306.305      79.87072       130970.54    
   3406000   311.18833     -40694.963      388.66159     -40306.302      79.833327      130970.54    
   3407000   311.18833     -40694.969      388.66159     -40306.307      79.807489      130970.54    
   3408000   311.18833     -40694.969      388.66159     -40306.308      79.788325      130970.54    
   3409000   311.18833     -40694.962      388.66159     -40306.301      79.779695      130970.54    
   3410000   311.18833     -40694.964      388.66159     -40306.302      79.754176      130970.54    
   3411000   311.18833     -40694.969      388.66159     -40306.307      79.833061      130970.54    
   3412000   311.18833     -40694.964      388.66159     -40306.302      79.838372      130970.54    
   3413000   311.18833     -40694.969      388.66159     -40306.307      79.802674      130970.54    
   3414000   311.18833     -40694.964      388.66159     -40306.303      79.856968      130970.54    
   3415000   311.18833     -40694.963      388.66159     -40306.301      79.884643      130970.54    
   3416000   311.18833     -40694.969      388.66159     -40306.307      79.783882      130970.54    
   3417000   311.18833     -40694.965      388.66159     -40306.303      79.721836      130970.54    
   3418000   311.18833     -40694.967      388.66159     -40306.306      79.843303      130970.54    
   3419000   311.18833     -40694.966      388.66159     -40306.305      79.894574      130970.54    
   3420000   311.18833     -40694.969      388.66159     -40306.308      79.795972      130970.54    
   3421000   311.18833     -40694.969      388.66159     -40306.307      79.819554      130970.54    
   3422000   311.18833     -40694.966      388.66159     -40306.304      79.872769      130970.54    
   3423000   311.18833     -40694.964      388.66159     -40306.302      79.860764      130970.54    
   3424000   311.18833     -40694.966      388.66159     -40306.305      79.833108      130970.54    
   3425000   311.18833     -40694.968      388.66159     -40306.307      79.832794      130970.54    
   3426000   311.18833     -40694.969      388.66159     -40306.307      79.75699       130970.54    
   3427000   311.18833     -40694.968      388.66159     -40306.306      79.787787      130970.54    
   3428000   311.18833     -40694.966      388.66159     -40306.304      79.824522      130970.54    
   3429000   311.18833     -40694.966      388.66159     -40306.304      79.891347      130970.54    
   3430000   311.18833     -40694.966      388.66159     -40306.304      79.836427      130970.54    
   3431000   311.18833     -40694.969      388.66159     -40306.307      79.782135      130970.54    
   3432000   311.18833     -40694.961      388.66159     -40306.299      79.882886      130970.54    
   3433000   311.18833     -40694.965      388.66159     -40306.304      79.836516      130970.54    
   3434000   311.18833     -40694.968      388.66159     -40306.307      79.83209       130970.54    
   3435000   311.18833     -40694.968      388.66159     -40306.306      79.821258      130970.54    
   3436000   311.18833     -40694.961      388.66159     -40306.3        79.8892        130970.54    
   3437000   311.18833     -40694.964      388.66159     -40306.303      79.903178      130970.54    
   3438000   311.18833     -40694.964      388.66159     -40306.303      79.881509      130970.54    
   3439000   311.18833     -40694.969      388.66159     -40306.308      79.830379      130970.54    
   3440000   311.18833     -40694.969      388.66159     -40306.308      79.820218      130970.54    
   3441000   311.18833     -40694.962      388.66159     -40306.3        79.842907      130970.54    
   3442000   311.18833     -40694.969      388.66159     -40306.307      79.815474      130970.54    
   3443000   311.18833     -40694.968      388.66159     -40306.307      79.784453      130970.54    
   3444000   311.18833     -40694.967      388.66159     -40306.305      79.861164      130970.54    
   3445000   311.18833     -40694.968      388.66159     -40306.306      79.848385      130970.54    
   3446000   311.18833     -40694.963      388.66159     -40306.301      79.912596      130970.54    
   3447000   311.18833     -40694.97       388.66159     -40306.308      79.807284      130970.54    
   3448000   311.18833     -40694.965      388.66159     -40306.304      79.786219      130970.54    
   3449000   311.18833     -40694.966      388.66159     -40306.304      79.87723       130970.54    
   3450000   311.18833     -40694.967      388.66159     -40306.306      79.799972      130970.54    
   3451000   311.18833     -40694.966      388.66159     -40306.304      79.835987      130970.54    
   3452000   311.18833     -40694.967      388.66159     -40306.306      79.847367      130970.54    
   3453000   311.18833     -40694.963      388.66159     -40306.302      79.818387      130970.54    
   3454000   311.18833     -40694.969      388.66159     -40306.308      79.804209      130970.54    
   3455000   311.18833     -40694.967      388.66159     -40306.305      79.831898      130970.54    
   3456000   311.18833     -40694.967      388.66159     -40306.306      79.740124      130970.54    
   3457000   311.18833     -40694.969      388.66159     -40306.307      79.796031      130970.54    
   3458000   311.18833     -40694.967      388.66159     -40306.305      79.84217       130970.54    
   3459000   311.18833     -40694.967      388.66159     -40306.305      79.877472      130970.54    
   3460000   311.18833     -40694.965      388.66159     -40306.304      79.885789      130970.54    
   3461000   311.18833     -40694.969      388.66159     -40306.307      79.839434      130970.54    
   3462000   311.18833     -40694.967      388.66159     -40306.305      79.835917      130970.54    
   3463000   311.18833     -40694.966      388.66159     -40306.304      79.765195      130970.54    
   3464000   311.18833     -40694.97       388.66159     -40306.308      79.797214      130970.54    
   3465000   311.18833     -40694.968      388.66159     -40306.306      79.810484      130970.54    
   3466000   311.18833     -40694.967      388.66159     -40306.305      79.845918      130970.54    
   3467000   311.18833     -40694.968      388.66159     -40306.306      79.860582      130970.54    
   3468000   311.18833     -40694.966      388.66159     -40306.305      79.836829      130970.54    
   3469000   311.18833     -40694.969      388.66159     -40306.308      79.800259      130970.54    
   3470000   311.18833     -40694.968      388.66159     -40306.306      79.844494      130970.54    
   3471000   311.18833     -40694.966      388.66159     -40306.304      79.823208      130970.54    
   3472000   311.18833     -40694.966      388.66159     -40306.304      79.81851       130970.54    
   3473000   311.18833     -40694.967      388.66159     -40306.305      79.808383      130970.54    
   3474000   311.18833     -40694.967      388.66159     -40306.305      79.86698       130970.54    
   3475000   311.18833     -40694.964      388.66159     -40306.303      79.776554      130970.54    
   3476000   311.18833     -40694.964      388.66159     -40306.302      79.892395      130970.54    
   3477000   311.18833     -40694.968      388.66159     -40306.306      79.846006      130970.54    
   3478000   311.18833     -40694.967      388.66159     -40306.305      79.762577      130970.54    
   3479000   311.18833     -40694.966      388.66159     -40306.304      79.848451      130970.54    
   3480000   311.18833     -40694.963      388.66159     -40306.302      79.832291      130970.54    
   3481000   311.18833     -40694.968      388.66159     -40306.306      79.820249      130970.54    
   3482000   311.18833     -40694.965      388.66159     -40306.304      79.872055      130970.54    
   3483000   311.18833     -40694.969      388.66159     -40306.307      79.811507      130970.54    
   3484000   311.18833     -40694.954      388.66159     -40306.292      79.990067      130970.54    
   3485000   311.18833     -40694.966      388.66159     -40306.304      79.867932      130970.54    
   3486000   311.18833     -40694.965      388.66159     -40306.304      79.788345      130970.54    
   3487000   311.18833     -40694.965      388.66159     -40306.304      79.763442      130970.54    
   3488000   311.18833     -40694.963      388.66159     -40306.301      79.803729      130970.54    
   3489000   311.18833     -40694.969      388.66159     -40306.308      79.81137       130970.54    
   3490000   311.18833     -40694.968      388.66159     -40306.306      79.837215      130970.54    
   3491000   311.18833     -40694.958      388.66159     -40306.297      79.941698      130970.54    
   3492000   311.18833     -40694.966      388.66159     -40306.305      79.813734      130970.54    
   3493000   311.18833     -40694.966      388.66159     -40306.305      79.806367      130970.54    
   3494000   311.18833     -40694.969      388.66159     -40306.308      79.845468      130970.54    
   3495000   311.18833     -40694.967      388.66159     -40306.306      79.842442      130970.54    
   3496000   311.18833     -40694.97       388.66159     -40306.308      79.813396      130970.54    
   3497000   311.18833     -40694.963      388.66159     -40306.301      79.887604      130970.54    
   3498000   311.18833     -40694.968      388.66159     -40306.306      79.813607      130970.54    
   3499000   311.18833     -40694.968      388.66159     -40306.306      79.761638      130970.54    
   3500000   311.18833     -40694.967      388.66159     -40306.306      79.835894      130970.54    
   3501000   311.18833     -40694.968      388.66159     -40306.307      79.814616      130970.54    
   3502000   311.18833     -40694.967      388.66159     -40306.306      79.773113      130970.54    
   3503000   311.18833     -40694.968      388.66159     -40306.307      79.77433       130970.54    
   3504000   311.18833     -40694.967      388.66159     -40306.306      79.80002       130970.54    
   3505000   311.18833     -40694.965      388.66159     -40306.304      79.781335      130970.54    
   3506000   311.18833     -40694.966      388.66159     -40306.304      79.846939      130970.54    
   3507000   311.18833     -40694.967      388.66159     -40306.305      79.865895      130970.54    
   3508000   311.18833     -40694.964      388.66159     -40306.302      79.88153       130970.54    
   3509000   311.18833     -40694.968      388.66159     -40306.306      79.825862      130970.54    
   3510000   311.18833     -40694.966      388.66159     -40306.304      79.814626      130970.54    
   3511000   311.18833     -40694.967      388.66159     -40306.305      79.856751      130970.54    
   3512000   311.18833     -40694.959      388.66159     -40306.298      79.836199      130970.54    
   3513000   311.18833     -40694.961      388.66159     -40306.299      79.880417      130970.54    
   3514000   311.18833     -40694.968      388.66159     -40306.307      79.804122      130970.54    
   3515000   311.18833     -40694.968      388.66159     -40306.306      79.85005       130970.54    
   3516000   311.18833     -40694.968      388.66159     -40306.307      79.849188      130970.54    
   3517000   311.18833     -40694.969      388.66159     -40306.307      79.828184      130970.54    
   3518000   311.18833     -40694.962      388.66159     -40306.3        79.842955      130970.54    
   3519000   311.18833     -40694.969      388.66159     -40306.307      79.820827      130970.54    
   3520000   311.18833     -40694.965      388.66159     -40306.304      79.817905      130970.54    
   3521000   311.18833     -40694.968      388.66159     -40306.306      79.774963      130970.54    
   3522000   311.18833     -40694.964      388.66159     -40306.302      79.856959      130970.54    
   3523000   311.18833     -40694.967      388.66159     -40306.305      79.790786      130970.54    
   3524000   311.18833     -40694.965      388.66159     -40306.303      79.932381      130970.54    
   3525000   311.18833     -40694.967      388.66159     -40306.306      79.760881      130970.54    
   3526000   311.18833     -40694.97       388.66159     -40306.308      79.796364      130970.54    
   3527000   311.18833     -40694.967      388.66159     -40306.306      79.883865      130970.54    
   3528000   311.18833     -40694.966      388.66159     -40306.304      79.746104      130970.54    
   3529000   311.18833     -40694.966      388.66159     -40306.305      79.823807      130970.54    
   3530000   311.18833     -40694.969      388.66159     -40306.307      79.849921      130970.54    
   3531000   311.18833     -40694.97       388.66159     -40306.308      79.724671      130970.54    
   3532000   311.18833     -40694.967      388.66159     -40306.305      79.856848      130970.54    
   3533000   311.18833     -40694.964      388.66159     -40306.302      79.912564      130970.54    
   3534000   311.18833     -40694.964      388.66159     -40306.303      79.879526      130970.54    
   3535000   311.18833     -40694.967      388.66159     -40306.306      79.835145      130970.54    
   3536000   311.18833     -40694.967      388.66159     -40306.305      79.86443       130970.54    
   3537000   311.18833     -40694.967      388.66159     -40306.305      79.832675      130970.54    
   3538000   311.18833     -40694.966      388.66159     -40306.305      79.874757      130970.54    
   3539000   311.18833     -40694.967      388.66159     -40306.306      79.737662      130970.54    
   3540000   311.18833     -40694.969      388.66159     -40306.308      79.799783      130970.54    
   3541000   311.18833     -40694.967      388.66159     -40306.306      79.858564      130970.54    
   3542000   311.18833     -40694.966      388.66159     -40306.305      79.775175      130970.54    
   3543000   311.18833     -40694.969      388.66159     -40306.308      79.798342      130970.54    
   3544000   311.18833     -40694.966      388.66159     -40306.305      79.835559      130970.54    
   3545000   311.18833     -40694.963      388.66159     -40306.302      79.940996      130970.54    
   3546000   311.18833     -40694.968      388.66159     -40306.307      79.805852      130970.54    
   3547000   311.18833     -40694.97       388.66159     -40306.308      79.849739      130970.54    
   3548000   311.18833     -40694.967      388.66159     -40306.305      79.860113      130970.54    
   3549000   311.18833     -40694.967      388.66159     -40306.305      79.78863       130970.54    
   3550000   311.18833     -40694.967      388.66159     -40306.306      79.767545      130970.54    
   3551000   311.18833     -40694.964      388.66159     -40306.303      79.830177      130970.54    
   3552000   311.18833     -40694.969      388.66159     -40306.307      79.828493      130970.54    
   3553000   311.18833     -40694.963      388.66159     -40306.302      79.863297      130970.54    
   3554000   311.18833     -40694.966      388.66159     -40306.304      79.850919      130970.54    
   3555000   311.18833     -40694.969      388.66159     -40306.307      79.723069      130970.54    
   3556000   311.18833     -40694.962      388.66159     -40306.301      79.873111      130970.54    
   3557000   311.18833     -40694.967      388.66159     -40306.305      79.853196      130970.54    
   3558000   311.18833     -40694.966      388.66159     -40306.304      79.9166        130970.54    
   3559000   311.18833     -40694.968      388.66159     -40306.307      79.767834      130970.54    
   3560000   311.18833     -40694.968      388.66159     -40306.307      79.858278      130970.54    
   3561000   311.18833     -40694.968      388.66159     -40306.306      79.821978      130970.54    
   3562000   311.18833     -40694.968      388.66159     -40306.307      79.849505      130970.54    
   3563000   311.18833     -40694.968      388.66159     -40306.307      79.777843      130970.54    
   3564000   311.18833     -40694.964      388.66159     -40306.302      79.92709       130970.54    
   3565000   311.18833     -40694.967      388.66159     -40306.305      79.849441      130970.54    
   3566000   311.18833     -40694.964      388.66159     -40306.303      79.867243      130970.54    
   3567000   311.18833     -40694.965      388.66159     -40306.303      79.854079      130970.54    
   3568000   311.18833     -40694.965      388.66159     -40306.303      79.789629      130970.54    
   3569000   311.18833     -40694.967      388.66159     -40306.305      79.789066      130970.54    
   3570000   311.18833     -40694.964      388.66159     -40306.302      79.875477      130970.54    
   3571000   311.18833     -40694.965      388.66159     -40306.304      79.839186      130970.54    
   3572000   311.18833     -40694.968      388.66159     -40306.306      79.80593       130970.54    
   3573000   311.18833     -40694.966      388.66159     -40306.305      79.806612      130970.54    
   3574000   311.18833     -40694.967      388.66159     -40306.305      79.830727      130970.54    
   3575000   311.18833     -40694.967      388.66159     -40306.306      79.868771      130970.54    
   3576000   311.18833     -40694.963      388.66159     -40306.301      79.80679       130970.54    
   3577000   311.18833     -40694.97       388.66159     -40306.308      79.804175      130970.54    
   3578000   311.18833     -40694.969      388.66159     -40306.307      79.806465      130970.54    
   3579000   311.18833     -40694.969      388.66159     -40306.307      79.835677      130970.54    
   3580000   311.18833     -40694.969      388.66159     -40306.307      79.855908      130970.54    
   3581000   311.18833     -40694.968      388.66159     -40306.306      79.765221      130970.54    
   3582000   311.18833     -40694.97       388.66159     -40306.309      79.800622      130970.54    
   3583000   311.18833     -40694.965      388.66159     -40306.303      79.82957       130970.54    
   3584000   311.18833     -40694.966      388.66159     -40306.304      79.764036      130970.54    
   3585000   311.18833     -40694.967      388.66159     -40306.306      79.822847      130970.54    
   3586000   311.18833     -40694.967      388.66159     -40306.306      79.865675      130970.54    
   3587000   311.18833     -40694.968      388.66159     -40306.306      79.842529      130970.54    
   3588000   311.18833     -40694.969      388.66159     -40306.308      79.811316      130970.54    
   3589000   311.18833     -40694.966      388.66159     -40306.305      79.77565       130970.54    
   3590000   311.18833     -40694.968      388.66159     -40306.306      79.821868      130970.54    
   3591000   311.18833     -40694.967      388.66159     -40306.306      79.87295       130970.54    
   3592000   311.18833     -40694.965      388.66159     -40306.304      79.890945      130970.54    
   3593000   311.18833     -40694.968      388.66159     -40306.307      79.764747      130970.54    
   3594000   311.18833     -40694.963      388.66159     -40306.302      79.85329       130970.54    
   3595000   311.18833     -40694.965      388.66159     -40306.304      79.906096      130970.54    
   3596000   311.18833     -40694.967      388.66159     -40306.306      79.844144      130970.54    
   3597000   311.18833     -40694.968      388.66159     -40306.307      79.806612      130970.54    
   3598000   311.18833     -40694.967      388.66159     -40306.306      79.846725      130970.54    
   3599000   311.18833     -40694.967      388.66159     -40306.306      79.815086      130970.54    
   3600000   311.18833     -40694.967      388.66159     -40306.305      79.814108      130970.54    
   3601000   311.18833     -40694.969      388.66159     -40306.307      79.811728      130970.54    
   3602000   311.18833     -40694.968      388.66159     -40306.307      79.755776      130970.54    
   3603000   311.18833     -40694.969      388.66159     -40306.308      79.841538      130970.54    
   3604000   311.18833     -40694.969      388.66159     -40306.308      79.771916      130970.54    
   3605000   311.18833     -40694.966      388.66159     -40306.304      79.85031       130970.54    
   3606000   311.18833     -40694.961      388.66159     -40306.299      79.956325      130970.54    
   3607000   311.18833     -40694.967      388.66159     -40306.305      79.831597      130970.54    
   3608000   311.18833     -40694.969      388.66159     -40306.307      79.84457       130970.54    
   3609000   311.18833     -40694.963      388.66159     -40306.302      79.871503      130970.54    
   3610000   311.18833     -40694.966      388.66159     -40306.304      79.682467      130970.54    
   3611000   311.18833     -40694.962      388.66159     -40306.3        79.951959      130970.54    
   3612000   311.18833     -40694.968      388.66159     -40306.306      79.79785       130970.54    
   3613000   311.18833     -40694.964      388.66159     -40306.303      79.900372      130970.54    
   3614000   311.18833     -40694.969      388.66159     -40306.307      79.775824      130970.54    
   3615000   311.18833     -40694.969      388.66159     -40306.307      79.783034      130970.54    
   3616000   311.18833     -40694.967      388.66159     -40306.305      79.814008      130970.54    
   3617000   311.18833     -40694.965      388.66159     -40306.304      79.854769      130970.54    
   3618000   311.18833     -40694.966      388.66159     -40306.304      79.72123       130970.54    
   3619000   311.18833     -40694.968      388.66159     -40306.306      79.837628      130970.54    
   3620000   311.18833     -40694.965      388.66159     -40306.304      79.767332      130970.54    
   3621000   311.18833     -40694.967      388.66159     -40306.305      79.890536      130970.54    
   3622000   311.18833     -40694.969      388.66159     -40306.307      79.789061      130970.54    
   3623000   311.18833     -40694.963      388.66159     -40306.302      79.934228      130970.54    
   3624000   311.18833     -40694.965      388.66159     -40306.303      79.832665      130970.54    
   3625000   311.18833     -40694.965      388.66159     -40306.304      79.921846      130970.54    
   3626000   311.18833     -40694.97       388.66159     -40306.308      79.775796      130970.54    
   3627000   311.18833     -40694.968      388.66159     -40306.307      79.851941      130970.54    
   3628000   311.18833     -40694.966      388.66159     -40306.304      79.79399       130970.54    
   3629000   311.18833     -40694.964      388.66159     -40306.302      79.79409       130970.54    
   3630000   311.18833     -40694.966      388.66159     -40306.305      79.821908      130970.54    
   3631000   311.18833     -40694.969      388.66159     -40306.308      79.809875      130970.54    
   3632000   311.18833     -40694.969      388.66159     -40306.308      79.820199      130970.54    
   3633000   311.18833     -40694.966      388.66159     -40306.304      79.887968      130970.54    
   3634000   311.18833     -40694.966      388.66159     -40306.304      79.771292      130970.54    
