ITEM: TIMESTEP
26000
ITEM: NUMBER OF ATOMS
2835
ITEM: BOX BOUNDS pp pp pp
-3.0039611703393021e+00 7.8003961170339295e+01
-3.0039611703393021e+00 7.8003961170339295e+01
-3.0039611703393021e+00 7.8003961170339295e+01
ITEM: ATOMS id type x y z q
752 1 38.287 64.2354 14.5625 0.214181
878 1 39.0767 58.7696 16.6889 0.113947
738 1 41.9588 62.7016 10.7848 0.124304
833 3 42.8463 61.5444 13.522 -0.145538
834 3 41.6807 61.0822 13.341 -0.128664
737 1 42.8936 63.0506 12.2403 0.196033
736 2 42.4834 63.5293 11.3223 -0.255482
823 3 51.0677 58.4005 13.1619 -0.0874249
844 1 59.2025 60.7823 11.0792 0.0868634
846 1 58.4697 58.4016 10.5503 0.0719255
850 1 60.9929 57.4624 10.7115 0.0649572
841 2 59.9298 60.0035 10.8423 -0.207512
842 1 60.3436 59.6189 11.7781 0.0864758
673 1 76.0978 64.0524 16.5468 0.0765847
880 1 -2.40099 64.1767 16.6134 0.0943856
944 3 -1.90092 70.2258 17.1688 -0.094752
667 1 -1.76982 65.9838 15.0849 0.128154
945 3 -2.55124 69.568 16.3364 -0.141062
669 2 -2.94232 65.1373 16.7622 -0.121114
637 1 10.3616 70.2927 10.5948 0.162583
634 1 11.4965 69.1824 12.7496 0.14656
632 1 9.79372 68.6911 12.5778 0.127444
635 2 10.6982 69.2753 10.7032 -0.113883
633 1 11.0956 67.6278 12.0087 0.097558
631 2 10.7958 68.6734 12.1095 -0.230904
733 3 10.5773 71.4016 14.6433 -0.239166
778 1 21.687 68.0795 17.0512 0.0719381
772 1 22.5731 70.5319 15.6768 0.120577
670 1 23.4418 67.7324 14.7166 0.13576
774 2 23.1344 68.516 15.4071 -0.0440531
773 1 23.0181 70.0679 13.9689 0.177416
770 2 22.9015 69.7692 14.992 -0.189918
836 3 25.1617 65.2408 14.5182 -0.111629
777 2 22.7822 68.1562 16.9037 -0.0911047
835 3 23.9564 64.9798 14.8038 -0.124732
781 1 22.9025 65.9822 17.4448 0.131921
780 2 23.4577 66.8161 17.1243 -0.170728
677 1 24.5191 66.7326 17.1196 0.142815
751 1 37.6569 64.3013 12.8979 0.0999171
747 1 39.3816 66.0968 12.2715 0.0566285
746 2 39.5371 65.3965 13.1019 -0.0752195
750 1 37.4916 65.7269 13.9162 0.09723
748 1 40.0969 65.9522 13.8509 0.0785927
749 2 38.1554 64.8849 13.6601 -0.262317
742 1 41.0719 65.1476 10.8118 0.0591748
740 2 41.5064 64.7153 11.7194 -0.0815209
741 1 42.0557 65.469 12.2696 0.0654587
905 2 54.7375 67.1423 16.4877 -0.283066
906 1 53.6407 67.1396 16.5368 0.134156
908 1 55.2502 66.3718 17.0411 0.131577
907 1 55.2471 68.0805 16.2906 0.137385
666 1 78.0084 67.0356 15.7047 0.134195
665 2 78.2225 65.9868 15.4581 -0.233594
668 1 77.5275 65.6264 14.6334 0.0899449
672 2 76.5084 64.8204 17.2059 -0.12519
77 1 10.7851 71.8861 15.7385 0.213527
732 3 10.1979 71.9071 13.5927 -0.138353
639 1 11.6762 71.461 11.2502 0.143295
664 1 12.7155 75.3453 15.5862 0.121206
661 2 11.6909 75.4777 15.9143 -0.269979
662 1 11.5484 75.7564 16.9691 0.113645
663 1 10.9553 74.8412 15.4676 0.138448
722 3 22.3975 71.9228 12.6321 -0.181209
388 2 -3.00419 39.6994 20.8853 -0.0997014
390 1 -2.43588 40.2795 21.5929 0.0919473
1336 2 -2.81928 38.146 21.1476 -0.116093
1339 2 -1.25239 37.8858 21.1328 -0.105848
1340 1 -0.674448 38.5153 21.8403 0.0775133
415 3 2.10447 41.066 18.8586 -0.148276
389 1 -2.62595 39.918 19.8857 0.0970302
396 1 -0.819806 38.118 20.1372 0.0804405
324 1 13.3515 38.1972 18.3232 0.146654
412 3 15.3291 37.9392 20.7259 -0.0958053
325 1 11.9051 39.3839 18.4497 0.159997
413 3 11.5271 38.1183 21.5702 -0.122428
414 3 12.2126 38.9044 20.8419 -0.128919
323 2 12.6457 38.8679 17.8434 -0.157136
468 2 24.9732 37.6173 17.8886 -0.273043
362 1 24.4994 39.8049 17.9014 0.13741
465 2 25.351 39.138 17.7253 -0.114111
355 1 26.8587 41.3093 17.759 0.0720342
461 1 27.8877 41.0098 19.2 0.0678229
459 2 26.8906 40.8858 18.7749 -0.0964278
458 1 26.3654 42.6849 20.0053 0.0809595
464 1 26.0509 39.0909 19.8037 0.0620497
462 2 26.4506 39.3748 18.8203 -0.117721
455 2 25.9087 41.7465 19.6619 -0.208429
457 1 25.5077 41.1999 20.5215 0.0815227
456 1 25.0541 42.0458 19.0807 0.0906528
463 1 27.3251 38.7039 18.6606 0.105984
626 3 57.9162 44.1869 18.0645 -0.200189
1337 1 77.7779 37.7925 22.0951 0.0619608
384 2 76.4824 40.0385 21.0735 -0.286295
386 1 76.173 39.9097 22.1152 0.122095
387 1 76.2186 41.0636 20.7724 0.204277
385 1 75.8649 39.3572 20.4759 0.17853
402 3 74.9177 38.16 18.6583 -0.145573
406 3 75.3539 42.8018 21.9354 -0.140084
401 3 75.7914 38.2423 17.7532 -0.156835
405 3 76.4256 43.06 22.5314 -0.132815
2638 1 29.2224 44.0168 21.8552 0.0357211
1700 1 52.1607 44.2178 23.064 0.101293
1804 1 52.3065 45.9957 22.9809 0.0812804
1803 2 52.3506 45.1352 23.6573 -0.203266
625 3 57.2036 44.6235 19.1585 -0.185347
557 1 58.2573 45.7198 23.1821 0.121571
551 1 54.7001 44.5222 22.4903 0.0722298
558 1 57.32 44.6445 22.0915 0.128008
556 2 57.2632 45.5015 22.7634 -0.243277
1495 2 54.8297 45.2274 23.2724 -0.0977748
559 1 56.916 46.3344 22.1398 0.136595
1812 1 54.638 46.1152 22.7043 0.0754101
1498 2 56.2503 45.2215 23.9307 -0.141655
897 1 72.6733 49.3602 17.5438 0.142987
898 1 73.625 47.9321 18.0881 0.0916773
896 2 73.5907 48.9899 17.9852 -0.137255
895 1 75.3526 49.5603 19.1451 0.100348
892 2 74.8211 49.8642 18.2066 -0.214629
893 1 75.5233 49.7169 17.3672 0.0855499
685 1 4.61573 57.0802 23.4607 0.154277
684 1 6.27909 56.8037 24.0197 0.116967
682 2 5.5664 57.5904 23.6454 -0.226008
523 3 36.5428 51.1602 19.7401 -0.0864476
522 3 37.7203 51.6236 19.6943 -0.0884928
217 1 67.5887 52.9467 23.4979 0.0547234
936 3 71.5369 51.7345 18.215 -0.11676
937 3 72.4035 52.6451 18.4036 -0.11204
894 1 74.5808 50.9201 18.2756 0.158497
701 1 1.12772 62.9242 23.1045 0.112317
699 2 1.72872 62.0246 23.149 -0.238618
700 1 2.51959 62.182 23.8945 0.0908938
702 1 1.06407 61.2604 23.5073 0.154197
703 2 2.30093 61.7445 21.7331 -0.109905
716 3 2.28689 58.3031 23.3186 -0.143189
1652 1 3.06796 63.846 21.4695 0.0952794
705 1 1.54509 61.7415 20.9576 0.100043
704 1 2.70554 60.736 21.8162 0.0975696
683 1 5.94379 57.9368 22.6763 0.0837369
691 1 6.80505 60.2388 23.8171 0.0473432
1659 1 5.12408 64.2815 19.5565 0.114297
1651 2 3.4552 62.7921 21.44 -0.102074
1655 1 3.21334 62.7382 19.2185 0.135862
1653 1 4.26402 62.77 22.1644 0.0464575
1654 2 3.93077 62.4593 19.9827 -0.114917
1657 2 5.28149 63.2211 19.685 -0.217329
711 1 4.06198 61.3746 19.8262 0.0699948
1658 1 5.68926 62.905 18.7205 0.11665
1660 1 6.05965 63.0591 20.4474 0.0709973
821 3 25.1168 62.7388 23.0815 -0.389034
782 1 24.466 62.2803 23.3928 0.429081
790 1 34.076 60.1098 20.121 0.080951
1764 1 28.0439 63.8284 23.2699 0.173155
1760 1 30.4396 63.3826 22.4665 0.0892227
1759 2 30.2235 64.0734 23.3219 -0.11993
810 1 32.0572 62.2266 23.6108 0.0678492
879 2 38.4247 60.7097 17.5437 -0.149302
775 1 39.3606 61.1787 17.6181 0.146204
789 1 34.5001 60.5055 21.8462 0.0739542
794 2 36.392 62.4316 21.2584 -0.0985311
795 1 36.0924 62.6689 22.3091 0.0676174
796 1 37.1364 61.6623 21.3807 0.0576492
797 2 37.0872 63.6755 20.5686 -0.0861571
799 1 37.9965 63.9878 21.1517 0.0624936
798 1 37.4091 63.431 19.5532 0.0643126
792 1 35.5099 62.0577 19.2811 0.0520941
791 2 35.2143 61.9837 20.3337 -0.0912132
788 1 35.7266 59.8208 20.7774 0.06954
793 1 34.3734 62.6615 20.4122 0.087684
787 2 34.8542 60.5251 20.799 -0.183157
877 1 37.3235 58.8485 17.0813 0.0846757
876 1 38.5003 58.685 18.3776 0.079456
875 2 38.3147 59.1822 17.4162 -0.187884
674 1 76.5875 64.3394 18.2596 0.0736706
671 1 -2.39875 65.6815 17.5274 0.130614
1669 3 -0.629503 65.8617 19.5666 -0.145344
1670 3 0.256918 65.3069 20.3262 -0.137632
856 1 -2.67113 68.1536 20.6341 0.178421
855 1 -0.854544 68.4604 20.9659 0.188767
854 2 -1.89378 68.7691 21.0849 -0.322062
857 1 -2.13 69.3768 21.9096 0.221425
776 1 23.1528 68.9357 17.6116 0.0615111
831 3 32.8887 64.8156 21.9293 -0.176454
1763 1 28.5753 65.1937 22.3294 0.119956
1762 2 28.742 64.6258 23.2402 -0.266989
832 3 33.3142 65.8956 22.4383 -0.140523
1765 1 28.4607 65.2496 24.0785 0.123424
816 1 30.96 64.8707 23.2231 0.153994
803 1 35.6324 65.0021 21.6384 0.163027
800 2 36.0005 64.8244 20.6255 -0.243278
802 1 35.1285 64.64 19.9657 0.127298
801 1 36.4833 65.7793 20.3305 0.106856
840 3 49.9737 69.2143 20.9729 -0.12378
839 3 48.91 68.6367 20.6151 -0.0945796
883 1 52.4453 68.7562 23.0759 0.161296
873 1 50.9272 71.4447 23.487 0.120481
926 3 56.0828 69.9942 22.1345 -0.126281
927 3 56.2099 70.8302 21.1957 -0.113025
681 1 74.9097 68.0861 17.6178 0.117955
675 2 75.6359 66.0238 17.2748 0.0135533
680 1 76.5585 67.9826 17.3018 0.14749
678 2 75.7945 67.4294 17.7734 -0.25796
679 1 76.0892 67.4331 18.8798 0.106627
731 3 76.2457 70.5138 22.2008 -0.112437
730 3 77.3444 70.947 21.7521 -0.128887
1703 1 27.2453 74.1133 22.871 0.117212
1710 1 25.3854 75.4582 23.3958 0.105237
826 3 28.0017 77.1051 22.3124 -0.13514
825 3 27.6372 76.1921 21.5098 -0.128595
1069 1 29.5403 74.954 23.7644 0.131018
966 1 29.5655 73.248 23.507 0.101524
872 1 50.3511 72.9707 24.1295 0.10115
901 1 59.1196 71.2637 22.277 0.15078
899 2 59.8601 71.8264 22.864 -0.143102
900 1 60.6654 72.2443 22.2974 0.096531
501 1 34.2713 38.0715 30.2958 0.0949306
495 1 32.802 39.9767 28.2593 0.0585905
493 2 32.4147 39.4977 29.1457 -0.0788607
494 1 32.4856 38.4105 28.9911 0.079034
1441 2 33.1526 39.8872 30.4987 -0.146518
1444 2 34.516 39.0922 30.5206 -0.097512
1442 1 33.3123 40.9396 30.5585 0.0939737
491 1 30.7356 40.9772 29.4135 0.160557
489 2 30.9289 39.9108 29.3742 -0.260734
492 1 30.3162 39.5115 28.5313 0.0960974
490 1 30.495 39.432 30.2702 0.166845
1445 1 35.1562 39.4179 29.7135 0.0631957
939 3 52.7575 40.6404 25.1529 -0.168106
554 1 56.5198 44.2748 24.4037 0.148096
1564 3 56.3434 42.8309 27.1588 -0.161759
1565 3 55.8731 42.9199 25.9886 -0.170724
1546 2 55.2265 41.2544 29.2581 -0.032135
1548 1 54.2793 41.7237 28.9896 0.090123
1549 2 55.472 39.8656 28.8153 -0.0998611
1550 1 54.5494 39.3983 28.4328 0.0868431
1552 2 56.5298 39.906 27.6049 -0.251303
1554 1 56.0356 40.4853 26.7586 0.19074
1555 1 57.5082 40.4054 27.8555 0.152764
598 2 56.1698 41.8864 30.2476 -0.136
595 1 55.0145 43.7783 30.2654 0.10946
606 1 55.8483 39.2275 29.6162 0.0735496
1553 1 56.7913 38.9098 27.2406 0.109485
599 1 56.899 42.3989 29.7882 0.13403
1558 3 60.3633 39.2103 29.7987 -0.119117
1559 3 61.3704 38.8805 30.4943 -0.131704
1175 1 75.606 41.5923 24.6492 0.0828438
220 1 75.7604 41.4557 29.3768 0.0427607
1701 1 51.4945 45.2266 24.3717 0.0903929
1494 1 53.8154 44.1313 24.9711 0.144645
1500 1 56.2965 45.9719 24.7537 0.143121
615 3 56.6387 48.8981 25.9766 -0.101915
1492 2 53.7259 45.0712 24.414 -0.132013
1493 1 53.7693 45.8893 25.1573 0.103975
616 3 56.0876 48.8547 24.8329 -0.124991
1874 3 -2.36274 56.4725 26.5131 -0.0958133
1873 3 -1.13147 56.7538 26.4271 -0.072532
727 3 7.65016 57.188 27.1682 -0.126927
726 3 8.74044 57.3833 26.6081 -0.126033
1707 1 37.0308 56.6699 28.662 0.0871545
449 1 39.4429 55.6933 29.472 0.0793288
1390 2 37.8548 56.2113 28.1132 -0.140303
1395 1 39.6119 57.2366 28.8117 0.0736227
446 1 37.5285 55.5945 27.2929 0.0896663
1393 2 39.2666 56.2238 28.5895 -0.0869088
454 1 40.0425 56.1697 26.472 0.0917222
453 1 40.0166 54.5288 27.1309 0.0917756
451 2 40.1877 55.5729 27.3962 -0.207213
452 1 41.2542 55.6273 27.5897 0.087989
1283 1 75.117 55.2743 30.2125 0.0695928
717 3 2.2902 58.694 24.5166 -0.136035
686 2 5.37039 58.7364 24.6782 -0.122973
690 1 7.52966 58.8648 24.7221 0.122944
687 1 4.53815 59.3858 24.4559 0.121091
689 2 6.70161 59.5773 24.7062 -0.114463
695 2 8.08507 61.1262 26.1187 -0.216462
688 1 5.17227 58.2904 25.6512 0.12853
692 2 6.66972 60.4322 26.033 -0.103543
693 1 6.49537 59.8441 26.8945 0.114727
694 1 5.88287 61.1805 26.0093 0.0541628
696 1 8.35973 61.4542 27.1281 0.0995367
698 1 8.09642 62.0052 25.4752 0.0801001
697 1 8.88217 60.451 25.8308 0.121991
822 3 25.7425 63.0593 24.3562 -0.16939
1757 1 29.6796 62.5213 24.802 0.0989193
1758 1 30.35 63.9714 25.5141 0.109449
805 1 31.5876 61.5994 26.6055 0.15505
809 1 32.6711 63.3604 24.8343 0.0948376
807 1 32.9054 60.9863 25.6833 0.0811734
808 2 31.877 62.635 24.606 -0.0942909
804 2 31.8923 61.4002 25.5794 -0.233513
806 1 31.261 60.5864 25.2124 0.0889207
1775 3 30.6027 62.4536 28.8787 -0.128787
1774 3 29.6555 62.8467 29.6219 -0.0897799
1756 2 30.4377 63.2957 24.6747 -0.133841
1290 1 74.6674 58.0668 30.1837 0.0775597
1584 1 6.64015 69.0105 30.5234 0.0831773
1582 1 5.38115 70.9625 30.6477 0.0751482
1769 3 45.329 66.4858 25.9534 -0.0970581
1768 3 44.5155 65.9064 26.725 -0.0893753
891 1 49.3015 69.1717 25.1781 0.138043
889 1 49.8626 67.845 26.1975 0.169438
885 2 51.3543 68.6727 24.8989 0.0655772
882 2 52.4286 68.5182 24.1534 -0.2052
888 2 50.1343 68.8315 25.7874 -0.324557
1879 3 51.456 64.9416 27.6746 -0.150339
890 1 50.3237 69.539 26.5806 0.17868
1880 3 52.3511 65.4014 26.907 -0.131293
931 3 51.3856 70.508 28.1872 -0.200969
930 3 50.379 70.7895 28.9047 -0.127041
1868 1 50.0315 66.721 29.5125 0.130792
1867 2 50.9213 66.4501 30.1137 -0.242227
1869 1 51.3091 65.5044 29.7319 0.166571
1864 2 52.0865 67.4684 30.0312 -0.131601
921 1 51.8174 68.4247 30.4627 0.161776
1865 1 52.3759 67.6652 28.9931 0.118928
884 1 53.3265 68.0627 24.5608 0.145176
1862 1 53.6654 65.8135 30.3196 0.0782075
915 1 54.643 68.0949 30.0777 0.0881204
1605 1 5.47182 76.2535 30.4081 0.144083
659 1 7.07314 75.3185 30.2558 0.0924739
1635 1 11.1791 72.8762 29.9809 0.324648
1678 3 9.4533 72.1385 30.0887 -0.18576
1677 3 10.4765 72.9147 29.2052 -0.282994
1077 1 27.6679 76.1181 24.55 0.123723
769 1 25.7612 77.756 24.5775 0.118068
766 2 25.1915 76.9152 25.0424 -0.213947
767 1 24.1292 77.1571 24.9069 0.0905148
768 1 25.3608 76.9601 26.0994 0.0862844
761 1 27.1651 75.0724 25.8872 0.0629253
764 1 24.9234 74.6765 24.8868 0.0596075
1708 2 25.5457 75.4943 24.48 -0.0942563
1702 2 27.5241 74.0221 23.9495 -0.0928855
1704 1 27.0379 73.08 24.2799 0.0582404
1705 2 27.0595 75.2436 24.8097 -0.119202
1068 2 29.1076 74.0187 24.1237 -0.229213
965 1 29.4232 73.9474 25.1353 0.0900823
871 2 50.9574 72.0985 24.3754 -0.231849
874 1 50.4108 71.5955 25.1593 0.089062
866 1 52.1589 71.5672 26.8003 0.157952
1813 2 52.3309 72.5114 24.8139 -0.0330366
1810 2 52.8081 72.0895 26.089 -0.0717144
904 1 58.9508 71.5245 24.7428 0.0966427
869 1 52.9475 73.1357 24.1898 0.0771919
1807 2 54.1094 72.3341 26.4153 -0.135708
1809 1 54.6773 72.9818 25.7238 0.0920857
1808 1 54.6177 72.0197 27.316 0.0954643
903 1 60.4845 72.4731 24.786 0.0851699
902 2 59.7718 71.955 24.1984 -0.120945
1355 3 10.1412 38.7484 32.8527 -0.0858393
1354 3 11.1434 38.0195 33.0585 -0.0870031
1460 3 30.9662 37.443 31.7595 -0.164155
1443 1 32.5786 39.5631 31.363 0.138003
510 3 28.9033 42.6178 31.1999 -0.106907
511 3 30.0449 43.1159 31.2449 -0.116132
1448 1 36.2311 38.8833 31.9379 0.0975188
1447 2 35.2319 39.29 31.9063 -0.224862
1449 1 35.26 40.3783 32.0934 0.088652
1450 1 34.661 38.8507 32.6958 0.117254
594 2 55.178 42.9467 30.9509 -0.218091
600 1 56.6733 41.1751 30.9124 0.0805743
597 1 55.6281 43.3033 31.8388 0.0950164
596 1 54.1883 42.5077 31.2191 0.0848056
1474 1 61.2538 38.4375 32.9217 0.16037
1480 1 64.3939 38.3334 35.6858 0.0977512
1471 2 61.9724 37.8959 33.5651 -0.253755
1481 2 62.8189 38.1981 37.2637 -0.0835832
1483 1 62.8022 39.2393 37.5532 0.0593844
1472 1 62.861 37.6973 32.9646 0.137399
1476 1 62.8092 39.6041 34.4987 0.0751007
1475 2 62.3847 38.6844 34.8643 -0.0895799
1477 1 61.5005 38.9714 35.448 0.0601689
1478 2 63.396 37.9407 35.831 -0.140016
1482 1 61.7921 37.7955 37.3267 0.0559452
1362 3 2.98651 50.6034 30.9377 -0.0887643
1363 3 2.39 51.3234 31.7874 -0.0793316
1889 3 -1.73549 52.6613 35.1848 -0.0878055
1890 3 -2.01317 53.7677 35.7343 -0.101239
1687 1 22.7555 56.6903 34.1582 0.0859583
938 3 71.318 53.5351 34.8918 -0.153097
1829 1 66.7306 53.6397 36.8708 0.0663084
341 1 73.2463 56.0099 31.6667 0.0891414
1285 2 74.2614 56.4089 31.9044 -0.123319
1282 2 75.2683 55.6281 31.1508 -0.0302627
1602 1 74.2715 56.3026 33.0086 0.0909299
1594 1 77.2386 54.8331 31.363 0.120786
1805 1 76.4652 54.971 32.8275 0.138697
1593 2 76.5704 55.4721 31.871 -0.26488
1806 1 77.1403 56.368 31.7995 0.120336
1663 3 20.961 59.0068 37.2873 -0.0887576
1664 3 22.0642 58.419 37.0613 -0.101022
1834 1 47.7448 64.3049 36.8608 0.105638
1727 1 50.368 64.6945 36.8998 0.0705161
344 1 74.3342 58.9629 31.8768 0.134193
1288 2 74.614 57.9706 31.2828 -0.103391
348 1 75.617 58.5886 33.2455 0.110365
346 2 75.4061 58.84 32.2431 -0.241831
347 1 76.0544 59.5475 31.7331 0.104698
1587 1 6.38207 67.9152 31.8779 0.0666469
1590 1 9.01178 68.2766 31.3399 0.200462
1586 2 6.77673 68.8964 31.583 -0.114024
1592 1 8.54581 68.7095 33.0821 0.170651
1585 1 6.08046 69.8093 33.444 0.0559792
1580 2 5.51664 71.1419 31.7001 -0.0980331
1583 2 6.10851 69.9389 32.3638 -0.051448
1589 2 8.46123 68.9711 32.0283 -0.281856
1591 1 8.78824 69.9972 31.9322 0.200796
723 3 10.3509 68.8753 32.3996 -0.243155
1782 3 36.634 66.0674 37.3733 -0.117514
1870 1 50.6331 66.3136 31.1762 0.0966707
1833 2 48.195 65.2429 37.0665 -0.229552
1836 1 48.1284 65.7656 36.0832 0.0724983
1784 3 52.3023 68.4078 33.6698 -0.136441
1863 1 53.0241 66.3734 31.8783 0.109033
1720 1 50.5366 66.9595 35.8824 0.119613
1824 2 50.5345 67.3543 36.8987 -0.160223
1826 1 50.7549 68.3971 37.0476 0.130841
1785 3 53.3279 67.9369 34.2368 -0.131715
1861 2 53.3362 66.7288 30.8757 -0.0915485
914 1 54.9221 67.4756 31.7923 0.127819
913 2 54.2756 67.5249 30.9582 -0.139749
1787 1 62.0193 68.8495 37.0308 0.0873719
1789 1 61.5672 67.3963 36.0828 0.0856681
1786 2 62.2278 67.7874 36.923 -0.196179
1788 1 63.2882 67.7273 36.5739 0.0857655
972 1 5.98361 76.1684 33.1661 0.102494
1578 1 7.23206 72.4764 31.1848 0.145727
1576 2 6.39002 72.4717 31.861 -0.239883
1600 2 6.6276 76.0507 32.2875 -0.0396932
963 2 8.4846 76.0649 33.7528 -0.185812
1577 1 6.77364 72.5866 32.8525 0.0928788
1603 2 6.25003 75.7234 30.9601 -0.16148
1581 1 4.52042 71.2799 32.0793 0.0696409
1598 1 8.72492 76.4225 31.725 0.066803
1579 1 5.81215 73.3775 31.6526 0.0963899
1597 2 8.06634 76.0724 32.5561 -0.0304022
1176 1 7.8242 75.9193 34.5838 0.0985938
720 3 4.1051 78.2065 32.3081 -0.11882
964 1 9.42909 76.2347 33.8344 0.112419
1311 1 0.48476 38.497 41.552 0.161692
1308 2 0.969076 37.5582 41.8779 -0.281372
1309 1 1.8979 37.5033 41.2733 0.149216
1346 3 1.22871 40.9068 43.0714 -0.165776
1347 3 1.74155 42.0289 43.3955 -0.13772
1517 1 1.88651 38.4917 43.6519 0.105995
1305 2 1.29209 37.6084 43.4132 -0.0989176
1302 2 -0.0694844 37.7326 44.203 -0.126271
1304 1 -0.57412 38.5778 43.7124 0.104855
1507 1 46.1441 39.3703 41.5343 0.106022
1505 2 46.6134 38.3847 41.7691 -0.212364
1508 1 45.9734 37.6121 41.3419 0.0934084
1506 1 46.6214 38.2866 42.8559 0.0857887
1458 3 49.5057 41.3521 38.323 -0.108651
1457 3 48.4985 40.8006 38.8892 -0.135548
1511 1 48.1381 38.4234 40.1728 0.109245
1412 1 50.7748 38.0632 41.1787 0.0755109
1512 2 49.0763 39.1823 42.0561 -0.112446
1509 2 48.0841 38.2376 41.2672 -0.097488
1515 2 50.4837 39.0834 41.3366 -0.114601
1516 1 50.3935 39.5278 40.3414 0.132776
1521 1 51.6622 39.4105 43.2094 0.156494
1519 1 52.5536 39.7781 41.7584 0.168067
1518 2 51.5641 39.8432 42.1995 -0.269374
1514 1 49.1121 38.9407 43.1142 0.0621542
1513 1 48.7205 40.2244 41.9994 0.0951884
1520 1 51.3198 40.8825 42.3254 0.12544
2509 3 54.7686 39.7388 43.5324 -0.127991
1485 1 63.4758 37.408 39.2109 0.0989553
1487 1 64.8415 37.6507 38.0352 0.139669
1388 1 7.49837 48.3401 40.3157 0.0896259
1387 2 7.17915 47.7584 41.1737 -0.124879
1389 1 6.26813 48.1204 41.6552 0.084648
1596 1 7.44902 46.2395 42.6399 0.0955135
1698 2 7.99978 46.6244 41.7816 -0.198091
1699 1 8.13345 45.8177 41.0265 0.0965341
1595 1 9.00636 46.9117 42.1425 0.0926614
1468 3 36.1833 47.2008 41.2348 -0.0869273
1467 3 37.313 47.737 41.0175 -0.0868416
1636 1 7.73638 56.9869 42.9998 0.078789
1634 2 7.89302 57.571 43.9121 -0.0681502
1570 3 61.4071 53.5422 41.9898 -0.135876
1832 1 5.69615 63.004 39.7213 0.086066
1620 2 5.46417 63.4899 40.6469 -0.11913
1621 1 5.66792 64.5475 40.6885 0.108627
1623 2 4.95326 62.8407 41.7096 -0.162284
1625 1 4.76718 63.3509 42.6482 0.156508
1624 1 4.77031 61.7519 41.6897 0.177406
1632 1 5.71116 57.9104 44.1715 0.155829
1674 3 4.36563 59.4294 43.2517 -0.144515
1673 3 4.95113 60.436 43.6406 -0.15986
1643 1 11.1734 58.555 43.9778 0.0976871
1667 3 26.2132 63.9 40.5604 -0.0915883
1831 1 49.7226 64.6118 38.5491 0.131083
1648 2 75.7427 61.0327 43.3425 -0.290262
1626 1 76.2239 60.0918 43.5244 0.128767
1649 1 76.3106 61.941 43.3781 0.148415
1650 1 74.7713 61.038 42.8973 0.14542
1877 3 1.79927 66.9458 41.9727 -0.145702
1878 3 2.25983 66.0957 42.8782 -0.132196
785 1 0.0526099 67.4094 42.4713 0.148866
783 2 0.291319 66.5858 43.1989 -0.154434
784 1 -0.190082 65.6674 42.9809 0.120172
786 1 0.284526 66.9587 44.2491 0.0892466
1668 3 25.4831 64.3504 41.4911 -0.132755
1731 1 24.5994 68.791 42.8633 0.141123
1781 3 26.9215 69.9014 43.239 -0.147433
1729 1 23.2222 69.4939 43.76 0.119339
1728 2 24.1772 68.9673 43.8659 -0.257345
1615 1 24.626 64.9727 44.2448 0.0978048
1724 1 25.979 67.0929 43.8302 0.130012
1716 1 27.1323 64.9503 44.0376 0.133623
1695 1 36.1812 67.4959 39.6906 0.147376
1688 2 37.9274 70.1561 41.3108 -0.0662475
1697 1 35.5116 68.9915 40.3216 0.101364
1694 2 36.3632 68.3477 40.4058 -0.222254
1691 2 37.7364 69.1119 40.2079 -0.103653
1783 3 37.6982 65.3827 37.4142 -0.09793
1689 1 38.1177 69.8366 42.286 0.0702411
1696 1 36.3107 67.8409 41.4017 0.0901884
1692 1 38.5643 68.3597 40.124 0.0957311
1693 1 37.7747 69.6638 39.2744 0.0883057
1830 2 49.6708 65.1698 37.6075 -0.109665
1772 3 47.1634 66.0847 40.6139 -0.100315
1827 2 50.1603 66.6065 37.9531 -0.0488618
1828 1 50.1535 66.9929 38.9526 0.13111
1773 3 47.4937 65.01 40.0123 -0.137322
1887 3 51.3826 67.1744 42.3899 -0.0893519
1888 3 52.414 66.4874 42.2646 -0.0946446
1835 1 47.5435 65.7778 37.7639 0.167821
1796 2 62.9222 66.8099 40.6975 -0.0923939
1790 2 61.9614 67.0292 38.2699 -0.0964213
1793 2 62.9033 67.6631 39.3607 -0.111188
1801 1 64.7571 67.8242 41.4396 0.0938972
1797 1 63.367 65.8207 40.5536 0.067195
1799 2 63.7832 67.5384 41.8123 -0.226595
1798 1 61.9358 66.558 41.0611 0.0682323
1800 1 63.8916 66.864 42.641 0.0985396
1802 1 63.343 68.439 42.1446 0.0985395
1795 1 62.5781 68.6667 39.6173 0.0709598
1794 1 63.9131 67.7569 38.9833 0.0717023
1792 1 62.0908 65.942 38.2183 0.0705346
1791 1 60.9298 67.1689 38.5154 0.0721479
1714 1 23.888 74.0443 43.666 0.0892546
1712 1 24.5736 72.6966 42.7198 0.100799
1713 1 23.074 72.418 43.6134 0.0995198
1711 2 24.041 72.951 43.6572 -0.214304
1683 1 37.3835 73.2718 42.2055 0.0972795
1685 2 37.8685 71.4883 41.0472 -0.0398721
1681 2 38.105 72.4435 42.2236 -0.212712
1682 1 39.1173 72.8627 42.1797 0.0995727
1684 1 37.9933 72.0106 43.2541 0.0865226
1686 1 37.7318 71.8185 40.046 0.060401
1886 3 48.6288 74.6926 39.5035 -0.259132
1885 3 48.2183 74.5504 38.5131 -0.0897381
1599 1 49.6728 74.7031 39.708 0.285972
