ITEM: TIMESTEP
26000
ITEM: NUMBER OF ATOMS
2835
ITEM: BOX BOUNDS pp pp pp
-3.0039611703393021e+00 7.8003961170339295e+01
-3.0039611703393021e+00 7.8003961170339295e+01
-3.0039611703393021e+00 7.8003961170339295e+01
ITEM: ATOMS id type x y z q
455 2 28.2399 39.5417 20.3235 -0.201638
458 1 29.1757 39.7142 20.8803 0.139133
408 3 32.0592 40.6144 18.9771 -0.107243
407 3 31.1334 41.1178 19.8024 -0.135075
554 1 56.9279 44.801 23.7237 0.0944672
557 1 55.3036 42.9116 23.222 0.0969361
385 1 75.5085 38.4024 17.3672 0.154176
1336 2 -2.87995 38.8457 17.8622 -0.0985722
1337 1 77.924 39.1568 18.8898 0.101132
386 1 75.7728 39.7654 18.3933 0.148195
384 2 75.817 39.4404 17.3621 -0.265417
406 3 72.5946 38.3473 20.3016 -0.101042
405 3 73.7127 38.4844 21.1437 -0.288109
1175 1 73.623 37.9343 22.0498 0.297066
897 1 -2.13915 45.4177 20.2498 0.12503
616 3 53.4771 45.823 22.9041 -0.124676
625 3 58.5589 46.92 22.6372 -0.298443
1500 1 55.3302 45.4399 23.9231 0.209965
626 3 57.2412 47.1752 22.325 -0.117973
867 1 59.1695 46.1424 22.3656 0.273063
546 1 69.8174 48.6021 17.7313 0.115974
895 1 77.7897 47.7286 20.4354 0.0834612
893 1 77.0635 47.2279 18.9441 0.145
898 1 77.229 44.6365 20.1521 0.137784
896 2 77.8063 45.5514 20.1398 -0.129495
892 2 77.1808 46.9268 20.0012 -0.197827
894 1 76.1597 46.9234 20.4362 0.0797122
220 1 7.25167 55.1871 23.7817 0.342134
1363 3 6.44647 54.3674 22.1208 -0.110732
1362 3 6.40748 55.1185 23.3361 -0.325124
775 1 36.8923 57.4061 18.2629 0.0757861
701 1 2.52473 61.3084 18.2457 0.1067
699 2 1.7376 60.5701 18.2522 -0.239254
702 1 1.93785 59.8232 19.0604 0.101989
703 2 0.338782 61.2161 18.4513 -0.128588
705 1 0.170371 61.5494 19.4773 0.0965221
704 1 -0.410198 60.4719 18.2696 0.153416
1655 1 -0.654025 63.6806 19.0323 0.0893129
1654 2 -0.860089 63.4474 17.9894 -0.0992978
711 1 -1.85864 63.0306 17.9947 0.0815635
1651 2 0.19715 62.4254 17.4119 -0.136528
1652 1 1.16919 62.8984 17.2266 0.130695
731 3 -1.76508 63.3104 22.0818 -0.1315
730 3 -1.68998 62.051 22.2129 -0.117078
856 1 1.55291 63.8913 21.6029 0.19098
855 1 2.04973 62.9395 23.1193 0.246165
854 2 2.07195 63.0866 22.047 -0.336142
857 1 2.65792 62.3971 21.4235 0.141469
822 3 27.9932 61.4837 23.7492 -0.152449
800 2 33.6727 61.7029 17.4617 -0.236172
803 1 32.8964 61.6348 18.2153 0.135465
794 2 33.5517 64.2402 17.5339 -0.106468
831 3 33.7908 63.0507 21.4431 -0.15323
807 1 32.3819 60.5395 22.9724 0.124564
806 1 31.4814 60.2586 24.5074 0.124102
802 1 34.6152 61.67 17.9886 0.125554
804 2 32.1787 60.9239 23.9828 -0.254836
810 1 31.1815 62.5877 23.0185 0.114788
832 3 33.4622 62.521 20.3403 -0.186215
795 1 32.7036 64.2036 18.2109 0.0924748
808 2 31.6467 62.4202 23.9652 -0.104588
809 1 32.4951 63.0993 23.9983 0.131329
881 1 35.3483 58.3576 18.5484 0.0721919
834 3 37.692 61.9852 17.881 -0.156918
793 1 35.0443 63.2921 18.9068 0.14718
876 1 36.6296 60.14 19.8788 0.136819
875 2 37.1813 59.2582 19.5519 -0.236663
878 1 38.0803 59.6311 19.0405 0.142467
877 1 37.5512 58.7282 20.4592 0.117257
791 2 34.9085 64.2309 18.3392 -0.120642
879 2 36.4077 58.3046 18.6689 -0.106549
737 1 46.5936 62.1193 17.142 0.0931966
674 1 0.1466 68.892 17.733 0.0751033
1670 3 2.57601 65.074 17.4492 -0.146634
1659 1 -0.0649038 65.3999 17.2509 0.126078
1658 1 -1.73329 65.1947 16.9079 0.0653893
666 1 2.52187 69.2992 19.2169 0.114654
667 1 1.70511 70.6999 18.4411 0.093492
673 1 -1.05984 70.1545 18.2143 0.0743371
665 2 1.81713 70.1526 19.3811 -0.233156
668 1 2.23788 70.8467 20.142 0.146282
671 1 -0.0268557 70.3931 20.5092 0.110718
880 1 0.566456 68.8413 20.4865 0.100115
669 2 0.429034 69.6416 19.8447 -0.118274
672 2 -0.5616 69.2347 18.5672 -0.126356
675 2 -1.49046 68.2653 19.0077 0.00573801
1669 3 3.11272 64.6755 18.5588 -0.138639
678 2 -2.49572 67.2704 19.4249 -0.23212
679 1 -1.85786 66.326 19.4764 0.0877149
789 1 34.002 65.5682 19.8467 0.135739
1760 1 29.3333 63.9251 23.8408 0.104891
792 1 35.7318 64.2768 17.6269 0.124398
790 1 35.7518 65.4985 19.9682 0.145825
788 1 35.0262 66.4269 18.688 0.0976438
787 2 34.9074 65.5175 19.2436 -0.235609
838 3 36.1553 67.9493 22.9012 -0.157253
840 3 50.9202 70.3994 21.6417 -0.0994587
883 1 49.5427 71.0835 23.6503 0.230906
680 1 -2.8973 67.3895 20.3854 0.120491
681 1 77.7427 67.0855 18.6117 0.0881248
945 3 1.68815 72.1467 22.5129 -0.122364
944 3 1.58133 71.3305 23.451 -0.104777
1703 1 25.2966 75.2353 23.1824 0.0966918
1702 2 26.2409 74.8967 22.7858 -0.101206
1704 1 26.2971 73.8494 23.0228 0.0625261
966 1 25.4919 74.6401 20.7046 0.0920156
1068 2 26.3758 75.1248 21.2093 -0.209191
1069 1 26.3832 76.2059 20.9581 0.104623
965 1 27.272 74.6751 20.7964 0.0863018
1705 2 27.4312 75.7615 23.3633 -0.119461
1077 1 27.4175 76.7864 22.9944 0.131623
761 1 28.3815 75.3769 23.0237 0.0625833
839 3 50.995 71.6166 21.9942 -0.154575
1768 3 47.0472 74.5884 23.3103 -0.122081
1808 1 50.5778 73.9776 21.7926 0.145476
1807 2 50.2523 74.4725 22.6546 -0.169819
1809 1 49.6746 75.3493 22.4536 0.135171
900 1 52.8332 74.0121 21.4295 0.0841919
1769 3 47.0019 73.3843 22.9261 -0.117782
1810 2 50.7056 74.1558 23.9342 -0.0471455
904 1 55.6 72.7239 21.0283 0.0995651
903 1 54.09 72.5254 19.9684 0.115767
901 1 54.2623 74.2127 22.5338 0.0818682
902 2 54.5354 72.9522 20.847 -0.120524
899 2 53.8528 73.7982 21.6201 -0.1123
597 1 53.274 40.2606 29.7357 0.116207
556 2 55.4714 43.2625 24.2702 -0.212351
1564 3 55.1776 43.4093 29.0477 -0.160027
1565 3 54.7456 43.2742 27.863 -0.165738
596 1 54.8138 39.4207 29.6565 0.12377
594 2 54.4138 40.4394 29.7466 -0.25221
595 1 54.737 41.0194 28.8961 0.185454
1548 1 57.0684 40.9822 30.2934 0.075703
558 1 56.2054 42.5712 24.682 0.0818767
559 1 54.5228 43.1107 24.8017 0.144645
551 1 56.91 44.3111 26.3459 0.102066
615 3 53.2824 46.1265 24.1223 -0.132764
1498 2 56.0386 44.7135 24.3483 -0.141948
1494 1 58.0804 46.4249 25.1452 0.10366
1493 1 56.5079 47.2436 25.4904 0.119822
1812 1 55.4389 45.1794 26.3789 0.152911
1492 2 57.1835 46.4319 25.8159 -0.117331
1803 2 57.5972 46.6491 27.3193 -0.217314
1700 1 58.3 45.883 27.6216 0.0881732
1804 1 56.7308 46.5748 27.9647 0.113203
1495 2 56.378 45.0702 25.8388 -0.145005
1701 1 58.0519 47.6446 27.4924 0.0866763
683 1 4.3957 56.6535 25.6617 0.117144
685 1 4.25963 55.9638 27.2544 0.0986291
684 1 5.81543 56.4993 26.6716 0.147944
682 2 4.74933 56.7262 26.681 -0.246986
522 3 37.2967 57.4836 25.3212 -0.092338
1707 1 44.1154 57.3175 28.9178 0.0966632
886 1 62.0052 56.0976 31.6389 0.0706657
716 3 2.99939 63.4818 25.6726 -0.133589
717 3 3.43845 62.6962 24.7868 -0.189618
688 1 5.06276 58.2843 28.2181 0.112466
686 2 4.48256 58.1569 27.3052 -0.0985272
687 1 3.44548 58.2839 27.6234 0.0733859
698 1 5.51787 61.8173 25.4347 0.141632
727 3 7.92575 58.6753 27.0257 -0.144015
691 1 4.29826 59.1776 25.3037 0.0689455
726 3 7.46914 58.0606 28.0148 -0.147615
690 1 5.87266 59.2436 25.9797 0.140081
689 2 4.83469 59.2784 26.2562 -0.133999
695 2 5.42808 61.7366 26.5212 -0.248799
692 2 4.45192 60.6114 27.0091 -0.101013
693 1 4.4435 60.5604 28.105 0.0882813
694 1 3.39045 60.8376 26.7211 0.132541
696 1 5.08423 62.7207 26.848 0.160998
697 1 6.45523 61.5808 26.9175 0.115647
782 1 27.981 59.4564 23.8544 0.326307
821 3 28.4493 60.2527 24.1437 -0.343471
1764 1 28.2727 63.5469 26.1793 0.117797
1757 1 29.9579 61.7883 25.1894 0.165027
1765 1 29.5764 64.5088 26.8991 0.0935625
805 1 33.1021 60.8725 24.5546 0.178031
1758 1 31.0863 62.7448 26.1181 0.167521
1759 2 29.9067 64.006 24.7507 -0.102123
1762 2 28.9898 64.3683 25.9789 -0.214615
1775 3 32.9949 62.79 27.2211 -0.136512
1774 3 33.0164 61.5513 26.9599 -0.139982
1756 2 30.6319 62.6616 25.1375 -0.171634
523 3 37.956 58.3495 24.6767 -0.102729
453 1 44.2844 61.1033 29.1523 0.0948953
452 1 45.9694 61.3059 29.6165 0.101694
449 1 45.7523 59.1427 28.0246 0.0683271
1395 1 46.2973 58.6987 29.6555 0.0667573
1393 2 45.4368 59.1368 29.0908 -0.0747322
446 1 43.3359 58.7148 29.7801 0.0904566
1390 2 44.1802 58.3261 29.2356 -0.15376
451 2 45.1144 60.6191 29.6852 -0.218213
1590 1 9.42072 70.282 30.0385 0.185175
1584 1 9.72952 70.7845 27.4446 0.0597231
1589 2 9.65356 71.2913 29.703 -0.253362
816 1 30.5886 64.7882 24.5859 0.0759173
1763 1 28.465 65.3384 25.798 0.0842643
907 1 53.7954 66.4865 26.2546 0.180149
908 1 52.9518 65.2437 25.1084 0.138403
905 2 53.0209 65.7648 26.0617 -0.302902
882 2 49.0021 70.8611 24.585 -0.227821
1879 3 51.2431 67.9735 28.8161 -0.177893
889 1 51.4464 70.3025 26.919 0.215212
885 2 49.6453 70.6293 25.7432 0.0755154
888 2 50.3392 70.3745 27.0441 -0.326618
1880 3 52.4204 68.3913 29.027 -0.132268
891 1 50.0107 69.4253 27.4561 0.177466
884 1 47.9027 70.8262 24.4975 0.145885
890 1 50.1772 71.1644 27.8028 0.144654
914 1 51.1749 65.9769 30.6789 0.139425
906 1 52.2818 65.5997 26.8346 0.149407
927 3 53.2268 70.0104 23.8197 -0.0894264
926 3 52.9048 70.4633 24.9604 -0.139464
1592 1 9.10345 72.06 30.3703 0.15649
1587 1 8.14542 71.3052 28.0253 0.0713532
1586 2 9.19936 71.5051 28.1476 -0.101883
1585 1 9.27289 73.7011 28.5649 0.055123
1583 2 9.60667 72.9077 27.9399 -0.0486405
1581 1 10.2523 74.0947 26.2906 0.0751349
1580 2 10.5611 73.2192 26.8475 -0.103887
1582 1 10.7655 72.4192 26.1368 0.0696592
1591 1 10.7368 71.5038 29.8072 0.162808
1577 1 11.7303 74.2511 28.4468 0.0917015
1576 2 11.9265 73.542 27.648 -0.212544
1579 1 12.6789 73.9908 27.0078 0.0883872
1578 1 12.3723 72.6516 28.0355 0.0883531
1710 1 26.3899 76.1832 25.2165 0.127697
764 1 27.3468 74.7483 25.3419 0.0645221
1708 2 27.3482 75.7418 24.9313 -0.102764
767 1 28.6419 76.6484 26.531 0.0934672
766 2 28.5791 76.595 25.4531 -0.215523
769 1 28.5902 77.6172 25.0018 0.13293
768 1 29.521 76.1668 25.1696 0.0815121
931 3 50.9049 73.7874 29.5787 -0.138846
930 3 50.6925 74.6789 30.461 -0.0988818
874 1 50.4124 75.482 27.0943 0.141265
872 1 50.4879 73.7984 26.7742 0.131299
873 1 51.9225 74.7655 26.379 0.115356
871 2 50.828 74.7652 26.377 -0.256725
866 1 51.4037 73.3897 24.0945 0.107663
1813 2 50.3113 75.0338 24.9679 -0.0487127
869 1 49.6287 75.8464 24.7379 0.0951759
279 2 68.4362 75.9623 29.5679 -0.280497
280 1 69.2988 75.3689 29.3076 0.128407
282 1 67.8015 75.6615 30.3913 0.123489
281 1 68.2928 76.9643 29.1576 0.131048
968 1 76.664 38.7407 36.5895 0.295774
1355 3 15.2924 38.8959 34.3116 -0.0871524
1354 3 15.2944 38.4883 33.1078 -0.0822008
495 1 34.1239 38.3121 37.0423 0.0594376
493 2 33.1285 37.9753 36.7633 -0.072886
1599 1 53.1944 73.4145 37.2007 0.290961
1441 2 32.113 39.1899 36.6154 -0.175776
1443 1 31.3618 38.9598 35.882 0.139085
510 3 32.1744 41.2749 34.7259 -0.152708
511 3 32.418 40.3512 33.8768 -0.138854
1450 1 29.6836 40.2456 36.8334 0.105658
1442 1 32.5893 40.1081 36.3222 0.174516
1449 1 30.8746 41.4798 37.3767 0.116738
491 1 33.3867 38.0303 34.5881 0.152437
1550 1 57.6267 39.628 32.4883 0.0598331
1546 2 56.4402 40.8568 31.176 -0.0531892
1549 2 57.0404 40.5635 32.5135 -0.0971112
606 1 56.2638 40.4977 33.2599 0.0660084
1554 1 58.944 41.6135 32.0708 0.105666
1553 1 58.5682 41.614 33.7478 0.123962
1552 2 58.1091 41.7006 32.8033 -0.233051
1555 1 57.6407 42.7115 32.7236 0.105896
598 2 54.9735 41.0415 31.1497 -0.0999961
599 1 54.6394 42.0709 31.233 0.120243
600 1 54.4005 40.5691 31.9702 0.0568399
1559 3 63.0772 40.6062 35.0178 -0.109381
1476 1 61.7704 37.6101 34.3945 0.113474
1558 3 62.1085 41.191 34.4802 -0.122414
1525 1 65.712 40.0981 31.0994 0.0486086
1563 3 77.4707 38.3878 37.2169 -0.258062
1889 3 -2.53762 55.8328 31.9488 -0.106333
1890 3 -2.06251 56.021 33.1077 -0.116322
347 1 76.7749 53.1581 36.5798 0.0974619
348 1 75.0527 53.2546 35.9181 0.0891475
341 1 74.9523 57.1448 35.9132 0.140502
1283 1 75.5109 56.0312 33.161 0.109862
1285 2 74.9879 56.2705 35.3033 -0.144318
1282 2 75.4046 56.729 33.9401 -0.0321794
1602 1 74.0813 55.6564 35.3425 0.0852089
1593 2 76.0605 58.0648 33.9478 -0.216665
1806 1 76.722 58.2673 33.0243 0.127496
1288 2 76.1104 55.3908 36.0408 -0.0996019
344 1 75.7098 54.7041 36.8399 0.127377
346 2 75.9654 53.8258 36.1702 -0.200513
1290 1 77.0283 55.9217 36.3242 0.0877135
1678 3 2.19274 60.9609 31.4777 -0.112788
1635 1 3.74366 60.2434 31.1156 0.325684
1677 3 2.90878 60.4178 30.6674 -0.312094
454 1 44.778 60.6085 30.7299 0.1012
938 3 63.9063 58.8584 33.9016 -0.142942
1805 1 75.3612 58.9232 33.7894 0.0852842
1594 1 76.634 58.3655 34.7814 0.111353
1784 3 53.1202 67.8659 34.8393 -0.147374
723 3 10.1731 70.9401 31.5619 -0.245196
1887 3 46.8101 65.8962 32.6645 -0.128741
1773 3 41.295 69.3571 31.8357 -0.0840525
1772 3 41.4236 70.4889 31.3187 -0.0889939
1888 3 45.9177 65.4014 33.4257 -0.103373
1785 3 52.9547 68.9218 35.5648 -0.136226
1863 1 52.0052 65.3245 33.4258 0.0881358
921 1 51.7184 67.8474 32.7598 0.169061
1865 1 50.1352 67.4646 32.1357 0.10643
915 1 52.4001 64.7488 31.197 0.0932358
1861 2 51.2842 65.6469 32.6571 -0.0781595
1867 2 50.2657 67.3666 34.2996 -0.218565
1824 2 48.0679 68.2885 36.4374 -0.172482
1862 1 50.347 65.0753 32.9102 0.0796318
1868 1 50.1426 68.4492 34.503 0.112458
1869 1 49.2491 66.9251 34.3439 0.0984946
1870 1 50.8675 66.9193 35.108 0.125288
1720 1 48.3518 69.3305 36.3729 0.0965017
1826 1 47.6007 67.8285 35.5667 0.114233
1864 2 50.8813 67.1719 32.8789 -0.134328
913 2 51.6683 65.4933 31.4742 -0.162963
2571 1 75.9617 51.5502 -3.30708 0.180702
2659 1 22.9787 75.0721 -1.75288 0.156432
2227 2 -2.31149 41.7555 43.1295 -0.0692369
2750 1 -0.54469 41.9635 44.0408 0.164062
2228 1 -1.76195 41.6451 42.1806 0.0654317
1304 1 1.64392 39.3529 43.8175 0.16001
1296 1 -0.889686 39.6105 43.8075 0.118052
2538 2 -1.57267 41.7011 44.1136 -0.194337
1295 2 -1.00894 38.5451 43.5232 -0.217934
1299 2 0.228613 37.743 44.109 -0.128015
1302 2 1.57872 38.3267 43.558 -0.145405
1562 3 -3.19354 39.4879 37.887 -0.132235
2547 1 -2.44555 44.065 43.1903 0.0663361
1297 1 -0.989462 38.4449 42.4119 0.0976224
1305 2 2.72839 37.4648 44.1834 -0.106544
1303 1 1.58077 38.3113 42.4591 0.0914772
1351 3 4.73561 40.82 41.56 -0.122703
1350 3 3.88753 40.6886 40.6255 -0.111385
1311 1 4.12383 39.1977 44.1062 0.132868
1308 2 4.11386 38.147 43.7871 -0.245575
1309 1 4.9159 37.6463 44.3137 0.0773863
1310 1 4.32732 38.1891 42.7401 0.144025
1448 1 29.6426 40.7686 38.4702 0.0845151
1445 1 32.0859 39.7528 38.813 0.0544697
1447 2 30.3381 40.5454 37.6603 -0.222473
1444 2 31.3905 39.4138 37.9983 -0.0854951
501 1 30.9165 38.5125 38.3786 0.0745465
1508 1 48.3008 39.0287 41.1112 0.0832581
1506 1 49.6602 39.8799 40.3919 0.105314
1505 2 49.3876 39.2016 41.1958 -0.218283
1412 1 50.9597 41.8185 43.9458 0.0524416
1512 2 51.2772 40.2131 42.4426 -0.161676
1509 2 49.7619 39.8 42.5948 -0.0872873
1515 2 51.6693 41.0088 43.7416 -0.0765153
1514 1 51.4205 40.8358 41.5733 0.135957
1513 1 51.9075 39.3297 42.2597 0.157438
1405 1 49.1629 40.6805 42.8694 0.0527361
1511 1 49.5784 39.1446 43.4012 0.0873036
1507 1 49.8827 38.2378 40.9761 0.117259
1518 2 53.0781 41.6479 43.4496 -0.236749
1458 3 53.8722 40.7809 40.1586 -0.12377
1457 3 53.0059 39.8846 40.0363 -0.141762
1519 1 53.3777 42.3106 44.2961 0.0814553
1520 1 53.8424 40.8769 43.3397 0.136713
1521 1 53.0582 42.2634 42.5543 0.128402
2235 1 77.3146 42.8811 41.1617 0.0780505
2233 2 76.8621 43.2526 42.0972 -0.0977406
2230 2 77.9079 43.211 43.2574 -0.10923
1289 1 76.0728 42.5465 42.2944 0.0699053
2229 1 77.9152 40.9404 43.0878 0.0487667
1468 3 35.7587 48.0275 42.6618 -0.095856
1467 3 36.4613 48.7804 41.9433 -0.10229
1294 1 77.1625 45.4243 41.8707 0.0828987
1291 2 76.3135 44.7166 41.9491 -0.210924
1293 1 75.6878 44.9952 42.792 0.0892175
1292 1 75.7555 44.8086 41.0414 0.0968813
1636 1 6.76864 55.6492 44.3617 0.123042
1687 1 23.0853 57.8308 39.8014 0.189079
1372 1 33.3781 51.0503 40.6831 0.0847945
1570 3 63.5068 57.4655 39.7356 -0.13291
1877 3 1.56712 58.4858 40.6951 -0.140435
1878 3 0.208102 58.4306 40.9008 -0.139871
785 1 0.101155 59.0263 38.7369 0.102836
783 2 -0.532255 58.6915 39.5184 -0.128725
784 1 -0.7989 57.6645 39.1786 0.119671
786 1 -1.31006 59.4105 39.7654 0.131249
1625 1 2.88725 63.816 39.0649 0.0783913
1624 1 1.81024 63.0721 40.3685 0.0851621
1623 2 2.75181 63.0397 39.8149 -0.108887
1620 2 3.6735 62.1108 40.0594 -0.164828
1674 3 6.62761 60.02 41.7473 -0.14787
1673 3 5.83125 60.9359 42.085 -0.161565
1621 1 4.60289 62.0815 39.5412 0.143426
1832 1 3.541 61.3597 40.8188 0.166004
1630 1 4.45059 58.3847 44.2205 0.134898
1629 1 5.52354 58.4432 42.8319 0.191053
1627 2 5.44428 58.6502 43.8888 -0.291369
1628 1 5.51853 59.7315 43.9808 0.185308
1664 3 23.3931 57.7594 38.3163 -0.170529
1663 3 23.749 58.9798 38.0308 -0.107736
1615 1 27.0039 64.169 43.3045 0.114308
1622 1 24.3095 64.3213 44.0765 0.0837116
1873 3 75.1143 59.178 38.7705 -0.106172
1771 3 21.2207 68.5925 43.8083 -0.209741
1667 3 25.6842 65.8951 40.7754 -0.12481
1668 3 26.9124 65.5287 40.7646 -0.132923
1731 1 23.4799 66.7191 43.962 0.140638
1724 1 25.7568 66.2151 43.3371 0.141713
2649 1 23.7473 71.3463 44.053 0.0774644
1716 1 28.5952 66.1408 43.0496 0.141445
1715 2 28.5178 65.6677 44.0187 -0.260345
1718 1 29.3954 65.0215 44.0773 0.100004
1688 2 38.6409 68.6066 39.9874 -0.0772874
1697 1 39.1477 71.3069 40.2848 0.161064
1694 2 39.9321 70.7078 40.7186 -0.225763
1691 2 39.451 69.2651 41.1223 -0.0982521
1689 1 37.8257 69.1218 39.5698 0.126787
1692 1 40.2856 68.6278 41.3562 0.0648215
1693 1 38.8217 69.3507 42.0489 0.131832
1685 2 38.9019 67.3229 39.651 -0.0326895
1682 1 36.8973 66.8268 38.7243 0.0975612
1683 1 38.2547 66.929 37.5994 0.089643
1681 2 37.9899 66.6333 38.6279 -0.213746
1686 1 39.7083 66.7517 40.0729 0.0574181
1684 1 38.1518 65.5499 38.5944 0.0888653
1783 3 36.8896 71.093 40.9073 -0.145491
1696 1 40.7665 70.668 39.9845 0.0833628
1695 1 40.3296 71.2922 41.5735 0.100568
1727 1 48.999 69.3514 38.6471 0.0889652
1831 1 48.7864 67.8796 39.66 0.0696449
1830 2 49.1411 68.272 38.6909 -0.109514
1834 1 51.2127 68.6408 39.4031 0.107003
1835 1 51.0018 67.0442 38.5966 0.102475
1828 1 48.2104 66.5318 37.5618 0.063999
1827 2 48.4148 67.5766 37.5296 -0.0358872
1833 2 50.7261 68.0775 38.5794 -0.242664
1836 1 51.1022 68.4782 37.6524 0.139616
1789 1 59.4144 67.9292 43.0107 0.0889518
1796 2 61.9558 69.6483 39.4903 -0.096198
1790 2 60.6348 68.8937 41.4201 -0.0903306
1793 2 61.4992 68.3278 40.2512 -0.104912
1801 1 64.0284 68.9163 39.0397 0.0831508
1797 1 62.3192 70.3737 40.2361 0.0739045
1799 2 63.0905 69.1989 38.4843 -0.196335
1798 1 61.1369 70.1398 38.973 0.0673427
1800 1 63.3768 70.0332 37.8217 0.089268
1802 1 62.8083 68.3387 37.8469 0.085399
1795 1 60.9779 67.6131 39.6214 0.0685192
1794 1 62.3909 67.7845 40.641 0.0653087
1792 1 61.1944 69.4806 42.1684 0.0670563
1791 1 59.9185 69.5969 41.0189 0.0648502
1787 1 59.2055 67.2056 41.4313 0.0915325
1786 2 59.9442 67.6461 42.086 -0.213359
1788 1 60.6482 66.8989 42.3611 0.0934581
1911 1 21.8952 72.0461 42.4282 0.114047
2013 2 21.9526 72.5551 43.3614 -0.220443
2014 1 20.9348 72.7567 43.6793 0.102981
1910 1 22.493 73.4974 43.1781 0.084745
1782 3 36.7209 70.9981 42.1558 -0.114786
1661 3 63.3505 75.184 43.0551 -0.328221
1662 3 64.1488 76.1996 43.1059 -0.148146
2527 1 62.6165 75.6903 43.4482 0.480522
1298 1 -1.992 38.1652 43.8721 0.0888793
2751 1 -1.93865 41.5399 45.1181 0.100941
1517 1 2.68202 37.4313 45.2678 0.112319
1346 3 1.0052 40.1672 46.0003 -0.159019
1347 3 0.757952 41.2099 45.3582 -0.180009
1595 1 -2.13929 43.1164 48.3585 0.0964962
1510 1 0.168054 37.8476 45.2119 0.143609
1596 1 -0.973444 42.8146 47.0128 0.122288
1699 1 -0.588485 44.0219 48.2304 0.111465
1698 2 -1.42448 43.5969 47.6697 -0.213587
1335 1 4.66103 38.8393 46.2277 0.06416
1332 1 7.26403 39.0758 45.8373 0.0923176
1329 2 6.7768 38.1329 46.0423 -0.202256
1333 2 5.41239 38.3066 46.809 -0.0909727
1334 1 5.5555 38.9036 47.719 0.06457
2289 1 4.14903 38.4786 49.1139 0.0907433
2762 1 54.2521 74.4425 71.0744 0.0809829
1437 1 27.1871 38.1726 48.3119 0.0904668
1434 2 27.3922 37.7488 49.3098 -0.258182
1436 1 26.4395 37.7683 49.8901 0.149404
1440 1 28.4983 39.494 50.1473 0.0767877
1438 2 28.6096 38.4097 50.0449 -0.0838378
1439 1 29.5255 38.2976 49.4805 0.0814857
1353 3 32.0023 39.6031 50.72 -0.187971
1516 1 51.6192 40.3422 44.6227 0.0693689
1561 3 60.0357 38.5943 50.3277 -0.163477
1856 1 59.9149 38.0583 51.9297 0.326173
1286 1 77.451 43.2615 44.2349 0.0598841
1389 1 -1.59394 45.2778 46.1287 0.0754894
1388 1 -3.23329 44.6399 46.7193 0.0648257
1387 2 -2.13726 44.5959 46.7825 -0.114758
1643 1 3.09037 56.7861 46.1608 0.140351
1642 1 3.85342 55.4319 47.1088 0.119196
1631 2 6.53844 57.9098 44.7462 -0.120848
1634 2 6.13779 56.4022 44.8103 -0.0773711
1637 2 4.9813 56.1277 45.4038 0.0172316
1641 1 3.07427 55.092 45.5064 0.0998367
1640 2 3.67009 55.8331 46.0883 -0.253286
1671 3 9.16991 56.1235 45.1415 -0.13774
1672 3 10.3568 56.0033 45.6357 -0.0930146
1779 3 31.9525 54.0016 45.8371 -0.126164
1735 1 29.929 55.4495 50.165 0.149565
1778 3 31.156 53.1681 46.4023 -0.118907
1732 2 30.6716 54.9705 49.5603 -0.246059
1737 1 32.654 56.2211 49.6509 0.173979
1733 1 30.4658 55.2945 48.5411 0.144042
1734 1 30.4587 53.8871 49.5939 0.124632
1736 2 32.1704 55.2439 49.9568 -0.0908615
1738 1 32.5235 54.7764 50.8971 0.104303
1741 1 32.9344 55.826 47.8817 0.130554
1739 2 33.2531 55.6476 48.9129 -0.164956
1747 1 35.4348 55.8849 47.343 0.101114
1745 2 35.7083 55.8612 48.3928 -0.222232
1743 1 34.6982 54.0243 49.0545 0.0922219
1742 2 34.6685 55.0612 49.2764 -0.0843032
1746 1 36.7176 55.4085 48.4913 0.101035
1744 1 34.8669 55.2022 50.3628 0.0650517
1748 1 35.7778 56.8723 48.7423 0.0969432
1770 3 38.7185 52.2849 47.6186 -0.442797
1740 1 38.2692 52.053 46.9674 0.416524
1676 3 76.9045 57.0408 45.3024 -0.0906743
2615 3 4.20814 59.3153 48.0145 -0.163607
2614 3 3.28514 60.2583 48.0929 -0.142963
1632 1 7.5228 58.0552 44.3724 0.147644
1633 1 6.52438 58.3657 45.7495 0.115438
1644 2 4.2836 61.0604 49.0496 -0.0144192
1645 1 4.85191 62.1155 48.6837 0.0488079
1647 1 3.87872 61.5123 50.0235 0.0697214
1646 1 5.23151 60.5303 49.3415 0.0979732
2720 3 18.3123 64.466 50.477 -0.123884
2719 3 18.0472 63.7848 49.4175 -0.139338
2703 1 20.037 62.54 49.401 0.156561
2701 2 20.8453 62.2106 50.0465 -0.160458
2710 1 21.5677 62.0185 47.2561 0.0828199
2707 2 22.0584 61.309 47.9856 -0.208075
2708 1 23.0205 61.0188 47.5345 0.113435
1767 3 26.0399 63.4193 47.8263 -0.121005
1766 3 25.9036 62.8968 46.6916 -0.167423
1761 1 22.8628 62.8662 49.3419 0.0996663
2709 1 21.4158 60.4355 48.0111 0.0912947
2704 2 22.2568 61.9465 49.4186 -0.0913223
2705 1 22.7662 61.2408 50.0891 0.0787995
1649 1 72.0011 62.5676 47.7482 0.115482
1648 2 72.9448 62.7655 47.1872 -0.261999
1626 1 73.8214 63.232 47.6708 0.120579
1650 1 72.8152 62.9365 46.155 0.124576
1675 3 77.3457 57.7993 44.3926 -0.0809539
